,number,content,content
index:,33,אין לשום אדם לילך ל ו ו ר ש י [לווארשא] על הוועד א) בלי ידיעות ורשות ב״ד שלו ולקבל מהם כתב הרשאה. ואיש אשר ילך בשרירות לכו ...,"אין לשום אדם לילך ל ו ו ר ש י [לווארשא] על הוועד א) בלי ידיעות ורשות ב״ד שלו ולקבל מהם כתב הרשאה. ואיש אשר ילך בשרירות לכו לוורשא בלי קבלת כתב הרשאה ענש יענש עונש גוף ועונש ממון, וכל קהלה ראשי׳ ומנהיגי׳ מחויבים לצאת נגדו בכל תוקף לבלתי תת לו ליםע לוורשא ולעכל עליו הדרך עד שיהי׳ תחלה בידו כתב הרשאה. ואיש אשר יבא ואין בידו הרשאה ויגיעם איזה הזיק בםבה רעה ח''ו חטאו לבדו ישא ואין להשתדל בעדו, והשתדלני׳ אשר יהי׳ שם יתרו בו, ואם לא ישגיח בהם יודיעו אח״כ לראשי הקהילו׳ יצ'-ו ויענשו אותו בחרמות ובשמתות עד שידיה' מגיע כדי שלא יכשלו עוד לעתיד. "
index:,34,הוצאות דייני׳ ושמש׳ ושכר הבית יתפרע מתיב' [מתיבת] המדינה; והוצא׳ העולה ביריד ראקאווי שמטילין עלינו תוך שאר כאי היריד מחמת ...,הוצאות דייני׳ ושמש׳ ושכר הבית יתפרע מתיב' [מתיבת] המדינה; והוצא׳ העולה ביריד ראקאווי שמטילין עלינו תוך שאר כאי היריד מחמת היידוקיןב) יעלה ויבא אל תוך חשבון המדינה כמו הוצאו׳ יריד לובלין. 
index:,35,"הערכה לנדוניאבתולות עניות עד שלישיברביעי עם הכלה יעבור עלינו [עליו]כום ישועות, ודין בעל כאשתו נוהג בו. והערך אל יעלה יותר ...","הערכה לנדוניאבתולות עניות עד שלישיברביעי עם הכלה יעבור עלינו [עליו]כום ישועות, ודין בעל כאשתו נוהג בו. והערך אל יעלה יותר מעשרת שוקלי'[שאק לי׳]. רק אם ע.יקורים מתוך המשפחה יתנו דעתם והםכמתם להעלות ולהוםיף על עשר׳ שוקלי' ולמעלה, הרשות להוסיף עד ששים שוקלי׳ (שאק לי׳). "
index:,36,"מי שצריך לערך כםףג) אין להשיא את בתו עד שתהא בת ט״ו שנים בח'ח ובקנס כפי ראות הראשים, גם בעונש שהקהל והקרובי׳ לא יתנו מאומה ...","מי שצריך לערך כםףג) אין להשיא את בתו עד שתהא בת ט״ו שנים בח'ח ובקנס כפי ראות הראשים, גם בעונש שהקהל והקרובי׳ לא יתנו מאומה לעזר ולסיוע. וכל מי שנצרך כנ'ל אין לו לעשות לבתו בגד של משי כתונת משי או זה׳ (זהב) בעונש הנ״ל. וגבאי כל עיר ועיר אל יתנו מאומה לעזר עד שיחקרו תחלה אם לא עבר תקנה הנ״ל. "
index:,37,"איש כי יזיד לשלח בעולתה ידיו לפרוץ גדר בישראל, לקדש אשה או בתולה שלא בפני עשרה ובחופה, האיש העושה הרע הזה וגם העדים אשר ...","איש כי יזיד לשלח בעולתה ידיו לפרוץ גדר בישראל, לקדש אשה או בתולה שלא בפני עשרה ובחופה, האיש העושה הרע הזה וגם העדים אשר הוציאו עצמם לעדות הקדוש[ין] יהיו מוחרמי׳ ומנודי׳ בשגי עולמו׳ וחטאתם לא תכופר, והב'ד ירדפו החטאי׳ בנפשותם למתחם על העמוד ולהלקות מלקות ארבעים בלי פדיון וליוםרם ולרדות בכל מיני ייםורי׳ ונדוי׳ למגדר פרצות הדור. "
index:,38,"איש אשר יעשה הרע הזה לשעבד את אשתו או בנו או בחו בשום חו'ב נגד גוי, וק'ו בנו של ב׳ בנו (של) ק'ו מי שימסור נפש אשתו או בנותיו ...","איש אשר יעשה הרע הזה לשעבד את אשתו או בנו או בחו בשום חו'ב נגד גוי, וק'ו בנו של ב׳ בנו (של) ק'ו מי שימסור נפש אשתו או בנותיו בידי גויים מחמת חובו, דמו בראשו ולהיות [דמו מותר כדין מוםר כדי לבער ה] קוצי׳ מן הכרם, וכל [ה]קודם לפגועבו ישא ברכה מאת ד׳ ובדקה מאלקי ישעו. [ומנהיגי כל קהלה וקהלה יתנו עיניהם ולבם על החקירה] ודרישה מופלגת על. צד היותר אפשר, אם אמת נכון הדבר נעשתה התועבה הזאת בישראל בקהלה או בסביבות, ולצאת נגד העושה הרע הזה תיכף ומיד בחרמות ושמתות ויתר רדיפות תכופות שיגיעו לו עד שערי מות עד אשר ירים ויסיר המכשלה הזאת וזממו בל יפיק. וכל ב''ד אשר לא יעמדו על משמרת ענין הנ״ל הרי כל העונשים המבוארי׳ על נפש החוטאת יחולו על ראשי ומנהיגי אותה קהלה וכל ישראל נקיים. ומעשה שהי׳ איש אחד יקיר שמו מקלעצק, עור''ב [עורב'] בעי בניו וההוא] גברא לא בעי בניו, כאשר מסר את בתו ביד הפריץ בהובו, החרמנוהו תכף ומיד בתקיעות שופר ובכבוי נרות וגזרנו על כל המדינה לעשות כמשפט הזה בכל בתי כנםיות ולרדפו עד חרמה. "
index:,39,"ראשי מדינות דהורודנ׳ [הוראדנא] בקשו על איזה מיושבי הורודנ׳ שיהא להם רשות לשעבד את אשתו נגד גוי, עלתה הםכמה שישבו ויחאספו כל ...","ראשי מדינות דהורודנ׳ [הוראדנא] בקשו על איזה מיושבי הורודנ׳ שיהא להם רשות לשעבד את אשתו נגד גוי, עלתה הםכמה שישבו ויחאספו כל הבאים למינוי בוררי׳ וישאו ויתנו בדבר אם ראוי להתיר אם לאו; ואף שיסכימו להיות רשות לשעבד, אין להמדינה שום חלק ומגע באחריות העתיד לצאת ולבוא ח״ו באחרית הימים, כ''א הקהל ק''ק הורודנ׳ ישאו בעול האחריות. - הי׳ יו׳ א׳ ר''ח אייר שפ״ו עמדו ר''מ דהורודנ׳ וםלקו נפשם שלא לעמוד עוד באחריות הנ״^ מעתה גם הם בחומר איםור שעבוד אשתו ובניו ובתו הנ'ל. "
index:,40,"אין לשום אדם מארץ אחרת לנטות אהלו לשבת ולדור במדינות ליטא בלי ידיעת רצון ר״מ יצ''ו [אשתו ובניו בכלל], וכ''ש שאין לו לשכור ...","אין לשום אדם מארץ אחרת לנטות אהלו לשבת ולדור במדינות ליטא בלי ידיעת רצון ר״מ יצ''ו [אשתו ובניו בכלל], וכ''ש שאין לו לשכור שום אוראנדא בכל גבול מדינות ליטא יצ''ו, ואף אם ישכור איזה אוראנדאה אין לו דין חזקה, והרשות לכל אדם לילך עליו ולהסיג גבולו ולהוציאו מידו, הן מכאן ולהבא הן אותם שכבר דרים במדינות ליטא ובידם אוראנדאי, הרשות לכל להשיג גבולו ולהוציאו מידו האוראנדא.-וראשי הקהלות מחוייבי׳ לעיין ולפקח על סביבות שמחזיקי׳ ראשי ישיבה שיחזיקו בחורים ונערים כפי יכולתם. ועתה יש עיפוש במדינות פולין, יראו לשלח נערים לישובים אף שאין שם ראש ישיבה, אם יש שם בעלי בתים שילמדו עמהם. וכן בשיש מלחמה במדינות פולין, "
index:,41,איש זר אשר ממדינות פולין ויתקע אהלו סמוך לק''ק [לעיר] מינצק וירדפהו עד חרמה לגרשו מן הארץ הזאת ע״פ [כל האפשר בכל חומרי ...,איש זר אשר ממדינות פולין ויתקע אהלו סמוך לק''ק [לעיר] מינצק וירדפהו עד חרמה לגרשו מן הארץ הזאת ע״פ [כל האפשר בכל חומרי עונשים וכפיות] התקנה הנ''ל. 
index:,42,"אב״ד לזמן ידוע בכלות זמנו אם אין חוזדין ומקבלי׳ אותו הרי הוא מסולק מן הרבנות, ואין צריכין להודיע קודם כלות זמנו בשום אופן, ...","אב״ד לזמן ידוע בכלות זמנו אם אין חוזדין ומקבלי׳ אותו הרי הוא מסולק מן הרבנות, ואין צריכין להודיע קודם כלות זמנו בשום אופן, רק אם אין חוזרי׳ שמקבלי׳ [חוזרים ומקבלים] אותו נסתלק ממילא בלי הודעת שום דבר. "
index:,43,כל אב''ד מחויב לקבל בחורים ונערים של בני הסביבותקודם לאחרים בחורים ונערים שמחוץ לםביבות. ...,כל אב''ד מחויב לקבל בחורים ונערים של בני הסביבותקודם לאחרים בחורים ונערים שמחוץ לםביבות. 
index:,44,"איש עני ורש אשר יקבל מן הצדקה עור וםיוע לנדוני׳ בתו אין להאב''ד ליקח מאומה דמי חופה, ולחזן ושמש יתנו הגבאי׳ חצי חק [תקנה] ...","איש עני ורש אשר יקבל מן הצדקה עור וםיוע לנדוני׳ בתו אין להאב''ד ליקח מאומה דמי חופה, ולחזן ושמש יתנו הגבאי׳ חצי חק [תקנה] ההכנםה שלהם העולה ומגיע לפי שיעור הנדוני'. "
index:,45,כל קחלה וקהלה יתנו עיניהם ולבם בחקירה ודרישה מופלגת לבל יהא חוזר וניעור איסור שחוק קרטין ומשחקי קובי''א וכל מיני שחוק כל ...,"כל קחלה וקהלה יתנו עיניהם ולבם בחקירה ודרישה מופלגת לבל יהא חוזר וניעור איסור שחוק קרטין ומשחקי קובי''א וכל מיני שחוק כל עיקר הן בקהלותיהן [הן] בםביבות; והעובר על דת תקנה זו יענשהו תכף ומיד בסלוא דלא מבע דמא, כהנה וכהנה בעונש גוף ועונש ממון להדפו ולרדםו עד חרמה, וכל ישראל נקיים. "
index:,46,ראשי כל קהלה וקהלה אל יתנו לעשות שום חופה הן בקהלה והן בםביבות בישוב הסמוך עד שיקבלו תחלה לידיהם דמי החופה של ראש לד שלהם ...,"ראשי כל קהלה וקהלה אל יתנו לעשות שום חופה הן בקהלה והן בםביבות בישוב הסמוך עד שיקבלו תחלה לידיהם דמי החופה של ראש לד שלהם ומידם ישלחו לאב״ד שלו. ואם יתנו לעשות שום חופה תחילה ישלמו הראשי' דמי חופה מכיסם; וכל ישוב אשר אין ביניהם ראשים אל כל מקום אשר הם נותנים סכום הראשי׳ של אותה קהלה מחויבים לגבות דמי חופה בעונש הנ''ל. ןשום אדם אין רשאי ליתן קדושין בלתי רשות מראש אב''ד שלו, דהיינו שיהי' כתב רשות ממנו בעונשים גדולים על הנותן ועל החתן, וגם הראש ישיבה שבסביבות לא יתן קדושין חוץ לעיר בלתי ידיעת הראש אב''ד שלו ע''פ כתב שלו. "
index:,47,"לעמוד לעתות בצרה לאחינו בני גולה הנפוצי׳ על אדמת קודש אשר בחר לו ייה [יה) אוה למושב לו, עלה ונגמר לגבות בכל בתי כנםיות בכל ר'...","לעמוד לעתות בצרה לאחינו בני גולה הנפוצי׳ על אדמת קודש אשר בחר לו ייה [יה) אוה למושב לו, עלה ונגמר לגבות בכל בתי כנםיות בכל ר''ח ור''ח איש ואיש אשר ידבנו לבו ועוד לעשות נדבה בקול רם מידי שנה בשנה בר'ה או ביה'כ; ואת כסף הנדבה על כלל המדינה יביאו אותו ללובלין תמיד ביריד גראמניץ ומשם יעלוהו למקום חפצו. ובכן ציון במשפט תפדה ושביה בצד'קה. עוד נתוםף להם לעשות נדבה מידי שנה בשנה תמיד בחג הפסח. ור''מ של וועד אלול זח יתנו עיניהם ולבם ולהזהיר את כל הסביבות שתחת ידיהם בכל חומר לשמור מועדי החג דר''ח או-י''כ לקרוא נדבה ולגבות ע''י ע''י בכל ר'ח כנ''ל ולשלוח אל ראש ב''ד שלו, והם יביאו ויעלוהו ללובלין. דבר זה בגזירה וחק על ראשי מדינה בקנם מאה זהובי׳ אדומי׳ על עניי א''י. מנהיגי ק״ק הוראדנא יזהירו ביותר לשלוח ממון א״' *שכבר בידם ולמנות ממונים מיוחדים גם בסביבות, באופן שיעשו משפט כתוב כנ'ל בקנס הנ״ל על מנהיגי הוראדנא. • "
