עמודה1,Pub. Date,כותר,מחבר,Title,Author,מקום דפוס,שנת דפוס,Pub. Place,עמודה2
31727,1858,"חידושי הר""ן - גטין","נסים בן ראובן, גרונדי",,,ווארשא,תריח,,
38604,1858,ספר המלואים או משביר החדש,"שינהק, יוסף בן בנימין דב",,,ווארשא,תריח,,
42466,1858,מנחת הזבח,"משה אהרן בן יצחק, הכהן",,,ווארשא,תריח,,
8190,1857,"הגדה של פסח מסודר ע""פ מנהגי הגר""א","קראנץ, יעקב",Hagadah shel Pesach Mesudar al pi Minhagei haGra,Krantz Yaakov,ווארשא,תריז,Warsaw,
13788,1857,רחובות עיר - חלק א,"הלוי, משה שלמה זלמן",Rechovos Ir,Levi Moshe Shlomo Zalman,ווארשא,תריז,Warsaw,
24731,1857,מסילת ישרים,"לוצאטו, משה חיים, 1707-1747",,,ווארשא,תריז,,
24733,1857,מעשה רב,"בהגאון, יששכר דב בר בן תנחום, 1779-1855",,,ווארשא,תריז,,
29429,1857,גדולת יונה,,,,ווארשא,תריז,,
44015,1857,מלאכת מחשבת,"אליהו בן משה גרשון, מפינצ’וב, מיחס לו",,,ווארשא,תריז,,
44935,1857,לישרים תהלה,"לוצאטו, משה חיים, 1707-1747",,,ווארשא,תריז,,
26218,1856,מאורי יצחק,אורי יצחק איזיק בן אבא קדש,,,ווארשא,תרטז,,
27585,1856,עינות מים,"יוסף אלחנן בן מאיר, -תרל""ו",,,ווארשא,תרטז,,
28867,1856,"שר האלף - ע""פ מגן האלף - חלק א","איבשיץ, יהונתן בן נתן נטע, 1690-1764",,,ווארשא,תרטז,,
28868,1856,"שר האלף - ע""פ מגן האלף - חלק ב","איבשיץ, יהונתן בן נתן נטע, 1690-1764",,,ווארשא,תרטז,,
33105,1856,ספורנו על התורה,"ספורנו, עובדיה בן יעקב",Sforno al haTorah,"Sforno, Ovadiah",ווארשא,תרטז,,
33878,1856,ברכת ראש,"אשכנזי, אשר בן צבי הירש, הכהן",,,ווארשא,תרטז,,
17553,1855,זכרון עקיבא,"קעמפינסקי, חיים ליב",,,ווארשא,תריה,,
23959,1855,שר האלף,"איבשיץ, יהונתן בן נתן נטע, 1690-1764",,,ווארשא,תרטו,,
23989,1855,מוסר השכל,"משה בן מימון, 1138-1204",,,ווארשא,תרטו,,
29107,1855,תפארת בנים,"קליף, זאב",,,ווארשא,תרטו,,
30255,1855,ברכת ראש -ברכות,"אשכנזי, אשר בן צבי הירש, הכהן",,,ווארשא,תרטו,,
39709,1855,חכמת המספר,"לינדר, נחמן צבי בן ישעיה",,,ווארשא,תרטו,,
5649,1854,ספר כריתות,"שמשון בן יצחק, מקינון",Lekutei Mordechai,"Zilberman, Chaim Mordechai",ווארשא,תריד,Warsaw,
14847,1854,ספר כריתות עם לקוטי מרדכי,"שמשון בן יצחק, מקינון",Krisus -Lekutei Mordechai,"R""S Makinon- Chaim Mordechai Zilberman",ווארשא,תריד,Warsaw,
17777,1854,רוח חיים,"רבינוביץ, בנימין דוד",,,ווארשא,תריד,,
25756,1854,ספר היחש לכתב אשורי ולתולדותיו,"בכרך, יעקב בן משה, 1824-1896",,,ווארשא,תריד,,
26006,1854,ספר כריתות,"שמשון בן יצחק, מקינון",,,ווארשא,תריד,,
26430,1854,מוסר השכל-חלק ראשון-הלכות דעות,"משה בן מימון, 1138-1204",,,ווארשא,תריד,,
26431,1854,מוסר השכל-חלק שני-הלכות תשובה,"יחזקאל פייבל ב""ר זאב וואלף מפלאנגי",,,ווארשא,תריד,,
26799,1854,יוסיפון,יוסף בן גוריון הכהן,,,ווארשא,תריד,,
28846,1854,דבר אליהו,"אליהו ב""ר שלמה זלמן מווילנא (הגר""א)",,,ווארשא,תריד,,
38602,1854,ספר היחש לכתב אשורי ולתולדותיו,"בכרך, יעקב בן משה, 1824-1896",,,ווארשא,תריד,,
38603,1854,ספר היחש לכתב אשורי ולתולדותיו,"בכרך, יעקב בן משה, 1824-1896",,,ווארשא,תריד,,
15674,1853,נפש נקי,"חבר, יוסף בן יצחק איזיק",Nefesh Naki,Yosef bar Yitzhak Izaik Heber,ווארשא,תריג,Warsaw,
24034,1853,רבינו בחיי על התורה - חלק ד,בחיי בן אשר אבן חלאוה,,,ווארשא,תריג,,
24036,1853,רבינו בחיי על התורה - חלק ה,בחיי בן אשר אבן חלאוה,,,ווארשא,תריג,,
28233,1853,"שבחי האר""י",שלמה שלומיל בן חיים,,,ווארשא,תריג,,
15465,1852,פרקי רבי אליעזר,אליעזר בן הורקנוס (אליעזר הגדול),Pirkei D'Rebbe Eliezer-Rodel,"R""E ben Horkenos-BY",ווארשא,תריב,Warsaw,
24029,1852,רבינו בחיי על התורה - חלק א,בחיי בן אשר אבן חלאוה,,,ווארשא,תריב,,
24030,1852,רבינו בחיי על התורה - חלק ב,בחיי בן אשר אבן חלאוה,,,ווארשא,תריב,,
24032,1852,ברכת הנהנין ונטילת ידים,"שניאור זלמן בן ברוך, 1745-1812",,,ווארשא,תריב,,
24033,1852,רבינו בחיי על התורה - חלק ג,בחיי בן אשר אבן חלאוה,,,ווארשא,תריב,,
26405,1852,מדרש שמואל רבתא,"מדרש שמואל. תרי""ב. ורשה.",,,ווארשא,תריב,,
31667,1851,הישר,זרחיה היוני,,,ווארשא,תריא,,
8074,1849,סדר ברכת המזון עם הגדה בציורים כמנהג אשכנז ופולין עם דייטש,,Seder Birchas haMazon im Hagadah B'Tziurim kiMinhag Ashkenaz vePolin im Deitch,,ווארשא,תרט,Warsaw,
26030,1849,כתבי ישראל באמער,"במר, ישראל בן יוסף",,,ווארשא,תרט,,
29431,1849,גדולת משה,"גדלת משה. תר""ט. ורשה",,,ווארשא,תרט,,
37062,1848,שמחת הנפש,"קירכהן, אלחנן הנלי, 1655-1735",,,ווארשא,תרח,,
38988,1847,מנחת עני,"ספיר, סיני בן אלעזר",,,ווארשא,תרז,,
27906,1846,צפירת תפארה על שיר השירים,"חבר, יוסף בן יצחק איזיק",,,ווארשא,תרו,,
30183,1846,אוצר השרשים הכללי - חלק א,"זיבנברגר, יצחק בן דוד",,,ווארשא,תרו,,
30184,1846,אוצר השרשים הכללי - חלק ב,"זיבנברגר, יצחק בן דוד",,,ווארשא,תרו,,
3925,1845,זרוע נטויה,"חבר, יוסף בן יצחק איזיק",Zeroah Netuah,"Willdman, Yosef Haver",ווארשא,תרה,Warsaw,
6101,1845,דוד הלוי - קינין,דוד בן יהודה ליב,Dovid haLevi,Dovid bar Yehudah Leib haLevi,ווארשא,תרה,Warsaw,
8172,1845,הגדה של פסח מעשה נסים,לורברבוים; יעקב מליסא,Hagadah shel Pesach Maaseh Nissim,Lorenbaum Yaakov miLisa,ווארשא,תרה,Warsaw,
20092,1845,זכרו תורת משה,"דנציג, אברהם בן יחיאל מיכל, 1748-1820",,,ווארשא,תרה,,
28847,1845,דבר גבורות,"שיפר, פיבל, 1809-1871",,,ווארשא,תרה,,
30822,1845,פשר דבר,"ריפמן, יעקב, 1818-1894",,,ווארשא,תרה,,
32256,1845,דוד הלוי - קינין,דוד בן יהודה ליב,,,ווארשא,תרה,,
5929,1844,סדר זמנים,"חבר, יצחק איזיק בן יעקב",Seder zemanim,"Wildmann, Isaac Eisik,",ווארשא,תרד,Warsaw,
18389,1844,מסעות רבי בנימין,"בנימין בן יונה, מטודלה",,,ווארשא,תרד,,
24507,1844,אורח מישור,"חגיז, ישראל יעקב בן שמואל, 1620-1674",,,ווארשא,תרד,,
25476,1844,חבל להחיות,משה מגלוגא,,,ווארשא,תרד,,
29172,1844,תשועת ישראל,"מנשה בן ישראל, 1604-1657",,,ווארשא,תרד,,
37081,1844,ברכת הנהנין ונטילת ידים,"שניאור זלמן בן ברוך, 1745-1812",,,ווארשא,תרד,,
38594,1844,סדר זמנים,"חבר, יצחק איזיק בן יעקב",,,ווארשא,תרד,,
40004,1844,צוואה (נפתלי כץ),"כץ, נפתלי בן יצחק, 1648-1719",,,ווארשא,תרד,,
3975,1843,משיב נפש,"חנוך זונדיל ב""ר יוסף",Meshiv Nefesh,Hanoch Zundel bar Yosef,ווארשא,תרג,Warsaw,
4768,1843,אבל משה,"קלוגר, שלמה בן יהודה אהרן, 1783-1869",Avel Moshe,Shlomo Kluger,ווארשא,תרג,Warsaw,
20089,1843,קצור חובת הלבבות,בחיי בן יוסף אבן פקודה,,,ווארשא,תרג,,
20091,1843,אגרת בעלי חיים,"קלונימוס בן קלונימוס, 1286-1328",,,ווארשא,תרג,,
7570,1842,מתוק מדבש,"פרחי, יצחק בן שלמה, 1782-1853",Matok mi-devash,"Gotterman, Aharon Menachem",ווארשא,תרמ,Jerusalem,
24022,1842,בן סירא,ספרים חיצונים. בן סירא.,,,ווארשא,תרב,,
24547,1842,אמונה והבטחון,"משה בן נחמן, 1194-1270",,,ווארשא,תרב,,
26495,1842,מטה אפרים,"מרגליות, אפרים זלמן בן מנחם מניש, 1760-1828",,,ווארשא,תרב,,
33022,1842,מגילת אסתר - ע'פ יוסף לקח,"אשכנזי, אליעזר בן אליהו, הרופא, 1513-1586",,,ווארשא,תרב,,
33025,1842,מגילת רות,"אשכנזי, אליעזר ב""ר אליהו הרופא",,,ווארשא,תרב,,
33103,1842,נתיב לדרך החיים,"רינס, שמואל שלמה זלמן בן צבי",,,ווארשא,תרב,,
24975,1841,דרוש נאה אשר דרש בפראג בשבת שובה,"יהודה ליואי בן בצלאל, 1512-1609",,,ווארשא,תרא,,
26672,1841,בית אברהם,"דנציג, אברהם בן יחיאל מיכל, 1748-1820",,,ווארשא,תרא,,
28522,1841,התחיה והפדות,"סעדיה בן יוסף, אלפיומי, 882-942",,,ווארשא,תרא,,
29022,1841,תורת האדם,"משה בן נחמן, 1194-1270",,,ווארשא,תרא,,
30971,1841,"שמחת יו""ט - ביצה","צינץ, אריה ליב בן משה, 1768-1833",,,ווארשא,תרא,,
36553,1841,תולדות הארץ,"שינהק, יוסף בן בנימין דב",,,ווארשא,תרא,,
37261,1841,שבט יהודה,"וירגא, שלמה בן יהודה, 1460-1554",,,ווארשא,תרא,,
42198,1841,מסילת ישרים,"לוצאטו, משה חיים, 1707-1747",,,ווארשא,תרא,,
42424,1841,כרם שלמה,שלמה אהרן זעליג בן יואל,,,ווארשא,תרא,,
3331,1840,"דברי הימים של משה רבינו ע""ה","אזולאי, אברהם בן מרדכי, נפ’ 1643",Divrei haYomim leMoshe Rabbeinu,"Landau, Reuven",ווארשא,תר,Warsaw,
14265,1840,מלאכי קדש,"משה בן אליהו, מלובלין",Malachei Kodesh,Moshe bar Eliyahu miLublin,ווארשא,תר,Warsaw,
18064,1840,דברי חכמים וחידותם,"הקשר, אפרים בן שמואל זנויל",,,ווארשא,תר,,
26643,1840,אגרת מוסר,"אלעמי, שלמה",,,ווארשא,תר,,
27076,1840,ספר טוביה,ספרים חיצונים. טוביה.,,,ווארשא,תר,,
30380,1840,זכרון חכמים,"גרינצויג, אברהם מנדל",,,ווארשא,תר,,
17643,1839,מספד תמרורים,"אלעזר בן זאב וולף, הכהן, 1791-1881",,,ווארשא,תקצט,,
24563,1839,אמרות טהורות,"הורביץ, אליעזר בן יעקב",,,ווארשא,תקצט,,
25426,1839,זכרו תורת משה,"דנציג, אברהם בן יחיאל מיכל, 1748-1820",,,ווארשא,תקצט,,
26348,1839,מגילת תענית,מגלת תענית.,,,ווארשא,תקצט,,
26885,1839,מי מלא,"שמחה אריה, הלוי, מהרובשוב",,,ווארשא,תקצט,,
28512,1839,תומר דבורה,"קורדוברו, משה, 1522-1570",,,ווארשא,תקצט,,
30316,1839,דרוש וחדוש רבי עקיבא איגר,"איגר, עקיבא בן משה, 1761-1837",,,ווארשא,תקצט,,
8158,1838,הגדה של פסח גאולת ישראל ספורי נפלאות וילקוט הרועים,משה מזאלשין,Hagadah shel Pesach Geulas Yisroel Sipurei Neflois veLikut haRoiyim,Moshe Mazalshin,ווארשא,תקצח,Warsaw,
13427,1838,כללי מדרש רבה,"עקרא, אברהם",,,ווארשא,תקצח,,
14213,1838,יוסף לקח,"אשכנזי, אליעזר בן אליהו, הרופא, 1513-1586",Yosef Lekach Ester,Eliezer Ashkenazi,ווארשא,תקצח,Warsaw,
17398,1838,מטעי משה,"טננבוים, משה",,,ווארשא,תקצח,,
17420,1838,התעוררת,"ליפשיץ, שלמה זלמן בן יצחק איצק",,,ווארשא,תקצח,,
17791,1838,שושנת העמקים - מגילת סתרים,"יעקב בן יעקב משה, מליסה, 1770-1832",,,ווארשא,תקצח,,
28301,1838,שושנת העמקים - מגילת סתרים,"יעקב בן יעקב משה, מליסה, 1770-1832",,,ווארשא,תקצח,,
32824,1838,איוב עם באור המלות,"שמחה אריה ב""ר אפרים פישל הלוי מהרובשוב",,,ווארשא,תקצח,,
37234,1838,מחיר יין,"איסרלש, משה בן ישראל (רמ""א), 1525-1572",,,ווארשא,תקצח,,
40011,1838,תולדות השמים,"סלונימסקי, חיים זליג בן יעקב, 1810-1904",,,ווארשא,תקצח,,
8153,1837,סדר הגדה של פסח מעשה נסים,"יעקב בן יעקב משה, מליסה, 1770-1832",Seder Hagadah shel Pesach Maaseh Nissim,Lorenbaum Yaakov miLisa,ווארשא,תקצז,Warsaw,
17278,1837,גורן אטד,"לנדא, יוסף שמואל",,,ווארשא,תקצז,,
17416,1837,"דרשה שדרש הרב משה ב""ר נחמן","משה בן נחמן, 1194-1270",,,ווארשא,תקצז,,
17600,1837,מדרש עשרת הדברות,,,,ווארשא,תקצז,,
17842,1837,ספר יונה עם פירוש הגר'א,"אליהו בן שלמה זלמן (הגר""א), 1720-1797",,,ווארשא,תקצז,,
31718,1837,ספר מעשיות,נסים בן יעקב מקירואן,,,ווארשא,תקצז,,
33759,1837,שב שמעתתא,"אריה ליב בן יוסף, הכהן, 1745-1812",,,ווארשא,תקצז,,
3361,1836,"דרוש דרש משיח ה' מהר""ר יודא ליווא - על התורה ועל המצות","יהודה ליואי בן בצלאל, 1512-1609",Derush al ha-Torah ve-al ha-mitsvot /,"Judah Loew ben Bezalel,",ווארשא,תקצו,Warsaw,
8150,1836,הגדה של פסח עם פי' לשון אשכנז באותיות מרובעות,,Hagadah shel Pesach im P' Loshon Ashkenaz beOsiyos Merevaos,,ווארשא,תקצו,Warsaw,
13237,1836,"שו""ת חמדת שלמה","ליפשיץ, שלמה זלמן בן יצחק איצק",,,ווארשא,תקצו,,
26699,1836,"דרוש דרש משיח ה' מהר""ר יודא ליווא - על התורה ועל המצות","יהודה ליואי בן בצלאל, 1512-1609",,,ווארשא,תקצו,,
18193,1835,תשובות עקיבא איגר,"איגר, עקיבא",,,ווארשא,תקצה,,
23888,1835,שירי מוסר השכל,"האי בן שרירא, גאון, 939-1038",,,ווארשא,תקצה,,
18219,1834,אבל יחיד,"פלם, אברהם ברוש",,,ווארשא,תקצד,,
3940,1832,יראה לעינים יראה ללבב,עזריאל בן אליהו,Yirah laEinayim Yirah laLev,Azriel bar Eliyahu,ווארשא,תקצב,Warsaw,
5222,1830,תולדת נח,"הלטרכט, נח בן שמעון, מליסא",Toldos Noach,Noach,ווארשא,תקצ,Warsaw,
13183,1830,תולדות נח,"הלטרכט, נח בן שמעון, מליסא",,,ווארשא,תקצ,,
18229,1830,אוצר לשון הקודש,"בוכנר, אברהם",,,ווארשא,תקצ,,
8144,1829,הגדה של פסח ברכת השיר,"צינץ, אריה ליב",Hagadah shel Pesach Birchas haShir,Tzintz Aryeh Leib,ווארשא,תקפט,Warsaw,
15715,1827,סידור תיקון שבת,"משה בן גרשון, מזלשין, 1789-1831",Siddur Tikun Shabbos,Moshe Mazelashin,ווארשא,תקפז,Warsaw,
18074,1824,"הגהות הב""ח","יואל בן שמואל סירקיש, 1561-1640",,,ווארשא,תקפד,,
38803,1824,"הגהות הב""ח","יואל בן שמואל סירקיש, 1561-1640",,,ווארשא,תקפד,,
5754,1823,"מדרש כתובה [ב""ח]","מרגליות, אלכסנדר יהודה בן נפתלי הירץ",Midrash ketubah (2 Vols),"Margaliyot, Aleksander Yehuda Sender Leyb ben Naft",ווארשא,תקפג,Warsaw,
3410,1822,צוואה (אלכסנדר זיסקינד),"אלכסנדר זיסקינד בן משה, מהורדנה",Tzavah Alexander Ziskind,"Katznelbogen, Yechezkel",ווארשא,תקפב,Warsaw,
18058,1822,גופי הלכות,יעקב בן פינחס,,,ווארשא,תקפב,,
18373,1822,דרכי הלשון,"כהנא, דב בריש",,,ווארשא,תקפב,,
18317,1821,יסוד אמונה,"חנוך בן טוביה, הכהן",,,ווארשא,תקפא,,
13003,1819,אבני קדש,אברהם אליעזר ליזר בן יוסף,,,ווארשא,תקעט,,
18480,1816,שר האלף,"איבשיץ, יהונתן בן נתן נטע, 1690-1764",,,ווארשא,תקעו,,
4379,1815,ברכת אברהם,"קצנלנבוגן, אברהם אבוש בן צבי הירש",Birkat Avraham,"Abraham Abusch ben Zevi Hirsch,",ווארשא,תקעה,Warsaw,
4801,1815,מקור החכמה,"חיים עוזר בן משה, הכהן",Mekor ha-hokhmah,"Hayim Ozer ben Mosheh,",ווארשא,תקעה,Warsaw,
37689,1815,ברכת אברהם,"קצנלנבוגן, אברהם אבוש בן צבי הירש",,,ווארשא,תקעה,,
37975,1815,מקור החכמה,"חיים עוזר בן משה, הכהן",,,ווארשא,תקעה,,
13855,1814,שלמה מול אדר - חלק א,"צלן, שמואל אריה",Shlomo Mol Adar 1,Shmuel Zanvil Tzahlin,ווארשא,תקעד,Warsaw,
13856,1814,שלמה מול אדר - חלק א,"צלן, שמואל אריה",Maharshdam- Mafteachos,Shmuel Zanvil Tzalin,ווארשא,תקעד,Warsaw,
14018,1814,שלמה מול אדר - חלק ב,"צלן, שמואל אריה",Shlomo Mol Adar 2,Shmuel Zanvil Tzahlin,ווארשא,תקעד,Warsaw,
18022,1814,ספר שירה לחיים,"פרלמוטר, חיים בן זבולון יעקב",,,ווארשא,תקעד,,
18468,1814,שלמה מול אדר,"צלן, שמואל אריה",,,ווארשא,תקעד,,
38245,1814,שירה לחיים,"פרלמוטר, חיים בן זבולון יעקב",,,ווארשא,תקעד,,
38263,1814,שלמה מול אדר,"צלן, שמואל אריה",,,ווארשא,תקעד,,
13011,1812,גט מקושר,"צינץ, אריה ליב בן משה, 1768-1833",,,ווארשא,תקעב,,
18059,1812,גט מקושר עם ביאור טיב גיטין,"צינץ, אריה ליב בן משה, 1768-1833",,,ווארשא,תקעב,,
4952,1804,מנחת האומר עשירית האיפה,"שמשון זליג בן יעקב יוסף יוזפא, הלוי",Minhat ha-omer aśirit ha-efah,"Shimshon Zelig,",ווארשא,תקסד,Warsaw,
18275,1804,הילל בן שחר,"הלל בן זאב וולף, מקובנה",,,ווארשא,תקסד,,
38805,1804,הילל בן שחר,"הלל בן זאב וולף, מקובנה",,,ווארשא,תקסד,,
18432,1803,עמודי שמים,"ליכטשטין, אברהם בן אליעזר ליפמן",,,ווארשא,תקסג,,
12903,1801,גאון צבי על מסכת בבא מציעא,"צבי הירש, מרישה",,,ווארשא,תקסא,,
42368,1801,העיטור,יצחק בן אבא מארי,,,ווארשא,תקסא,,
18343,1798,ליקוטים מרב האי גאון,"האי בן שרירא, גאון, 939-1038",,,ווארשא,תקנח,,
18365,1798,מדות חסידות,"לבל, ישראל",,,ווארשא,תקנח,,
18509,1798,אדרת אליהו,"אהרן בן משה, מקולשין",,,ווארשא,תקנח,,
37541,1798,אדרת אליהו,"אהרן בן משה, מקולשין",,,ווארשא,תקנח,,
4763,1797,עין פנים בתורה,"כץ, אברהם בן יחיאל מיכל",Ain Ponim baTorah,"Molask, Avraham haCohen",ווארשא,תקנז,Warsaw,
18069,1797,דרך חיים,"חיים ב""ר אפרים מאפטא",,,ווארשא,תקנז,,
34945,1797,"עץ חיים-קצור שני לוחות הברית-אגרת הרמב""ן",,,,ווארשא,תקנז,,
14403,1796,סמא דחיי,"אלעזר בן אריה ליב, מפילץ, 1758-1837",Sama deChai- Derashos,Elazar bal Shemen Rokeach,ווארשא,תקנו,Warsaw,
42525,1796,צמח לאברהם,"צבי הירש בן חיים, הלוי",,,ווארשא,תקנו,,
15023,1778,פסקי הלכות חלק א,"פרידמן, דוד בן שמואל, 1828-1915",Piskei Hilchos Vol 1,Dovid Friedman M'Karlin,ווארשא,תרנה - סא,Warsaw,
12825,1776,זבד טוב על יחזקאל וארץ חמדה על יהושע,"אלטשול, זאב וולף בן דב בר",,,ווארשא,תקלו,,
15090,1732,עזרת כהנים - חלק א,"פינברג, יהושע יוסף בן נחום דב",Ezras Kohanim Vol 1,Yehoshua Yosef haCohen Feinberg,ווארשא,תרלג - לז,Warsaw,
16231,1732,עזרת כהנים - חלק ב-ג,"פינברג, יהושע יוסף בן נחום דב",Ezras Kohanim Vol 2 -3,Yehoshua Yosef haCohen Feinberg,ווארשא,תרלג - לז,Warsaw,
14351,1710,חדושי חמדת שלמה,"ליפשיץ, שלמה זלמן בן יצחק איצק",Hemdas Shlomo Yevomos Kesuvos Sugyos,Shlomo Zalman Lipshtiz Av Beis Din Warsha,ווארשא,תריא - לז,Warsaw,
15574,1710,חדושי חמדת שלמה,"ליפשיץ, שלמה זלמן בן יצחק איצק",Hemdas Shlomo -Kiddushin Gittin Bava Metziah,Shlomo Zalman Lipshtiz Av Beis Din Warsha,ווארשא,תריא - לז,Warsaw,
14788,1706,חידושי הלכות - חלק א,"שיף, מאיר בן יעקב",Hidushei Hilchos -Maharam Shiff Vol 1,Maharam Shiff,ווארשא,תרכ - כד,Warsaw,
14955,1706,חידושי הלכות - חלק ב,"שיף, מאיר בן יעקב",Hidushei Hilchos -Maharam Shiff Vol 2,Maharam Shiff,ווארשא,תרכ - כד,Warsaw,
7600,1600,תוצאות חיים,"וידש, אליהו בן משה",Toetzos Chaim,"Katz, Naftali",ווארשא,תרלח,Cracow,
8685,1552,"הגדה של פסח עם הדינים בע""ט",,Hagadah shel Pesach im haDinim B'Ivri Teitch,,ווארשא,חשד,Warsaw,
8686,1552,הגדה של פסח מעשה אלפס,"אלפס, בן ציון ב""ר ירמיה עקיבה",Hagadah shel Pesach Maaseh Alfas,"Alfas ,ben Tzion bar  Yirmiah Akiva",ווארשא,חשד,Warsaw,
8687,1552,הגדה של פסח לקוטי אלפס ובית יהודה,,Hagadah shel Pesach Lekutei Alfas U'Beis Yehudah,,ווארשא,חשד,Warsaw,
8688,1552,סדר הגדה של פסח עם פירוש המגיד מדובנא,"קרנץ, יעקב בן זאב, 1740-1804",Seder Hagadah shel Pesach Mit Ivri Teitch,Krantz Yaakov,ווארשא,חשד,Warsaw,
8717,1552,סדר הגדה של פסח עם פירוש המגיד מדובנא,"קרנץ, יעקב בן זאב, 1740-1804",Seder Hagadah shel Pesach Mishlei Yaakov Sipurei Haplios Sipurei Yetzias Mitzarim,,ווארשא,חשד,Warsaw,
8718,1552,הגדה של פסח גאולת ישראל וספורי נסים ומשלים,,Hagadah shel Pesach Geulas Yisroel veSepurei Nissim V'Mishalim,,ווארשא,חשד,Warsaw,
8719,1552,הגדה של פסח מעשה אלפס,"אלפס, בן ציון ב""ר ירמיה עקיבה",Hagadah shel Pesach Maaseh Alfas,"Alfas, ben Tzion bar Yirmiyah Akiva",ווארשא,חשד,Warsaw,
8720,1552,סדר הגדה של פסח עם פירוש המגיד מדובנא,"קרנץ, יעקב בן זאב, 1740-1804",Seder Hagadah shel Pesach Sipurei Haplios,,ווארשא,חשד,Warsaw,
8178,,סדר הגדה של פסח לקיטת יצחק,"הלטרכט, נח בן שמעון, מליסא",Seder Hagadah shel Pesach Lekitas Yitzhak,Noach bar Shimon M'Lovrantz,ווארשא,תרט 1848,Warsaw,
8232,,סדר הגדה של פסח עם הציורים מיט עברי טייטש,,Seder Hagadah shel Pesach im Hatziurim  Mit Ivri Teitch,,ווארשא,0,Warsaw,
8326,,"הגדה של פסח ע""פ ליל שמורים ונחלת אבות","ברנצקי, מאיר יונה בן שמואל",lePesach Leil Shemorim Nachlas Avos,Meir Yonah bar Shmuel,ווארשא,תרמג 1882,Warsaw,
8327,,סדר הגדה של פסח שער השמים עם דרך חיים,"הורביץ, ישעיה בן אברהם, -1630",Seder Hagadah shel Pesach Shaar haShomayim im Derech Chaim,HaShlah,ווארשא,תרמג 1884,Warsaw,
8343,,סדר הגדה של פסח - סוד קדושים,"שניאור זלמן בן ברוך, 1745-1812; שניאורסון, מנחם מנדל, 1789-1866 ; הורביץ, אהרן, מסטרשילוב, 1766-1828",Sod Kedoshim,,ווארשא,תרמו 1885,Warsaw,
8412,,הגדה של פסח חרוזי המצות,"ראטנער, יוסף יוזל",Hagadah shel Pesach Charuzei haMitzvos,"Rotner, Yosef Yuzel",ווארשא,תרנו () 1896,Warsaw,
8746,,הגדה של פסח מיט עברי טייטש אויף ריינים זשארגאן ספורי הפלאות,,Hagadah shel Pesach Mit Ivri Teitch Oif Reinem Jargon Sipurei Haplios,,ווארשא,,Warsaw,
11878,,שפת אמת,"רוזנצויג, צבי יהודה",Sfas Emes,Tzvi Yehudah Rosentzweig,ווארשא,,Warsaw,
11880,,מעון אריה,"בינקוביץ, אריה ליב בן אברהם שלמה",Meeyin Aryeh,Ari Leib bar Avraham Shlomo Binkowitz,ווארשא,,Warsaw,
11974,,מעשה חושב - מצבת משה,"לוריא, משה בצלאל בן שרגא פיבוש",Maaseh Choshev-Matzevos Moshe,Moshe Betzalel,ווארשא,,Warsaw,
13913,,אור עולם,"מרגליות, יהודה ליב בן אשר זליג, 1747-1811",Ohr Olam Margolios,Yehudah Leib Margolios,ווארשא,תרנב,Warsaw,
14166,,העיטור א,רבי יצחק מרסילייא,HaItur Vol 1,Yitzhak MiRasilia,ווארשא,תרלד - תרמה,Warsaw,
14167,,העיטור ב,רבי יצחק מרסילייא,HaItur Vol 2,Yitzhak MiRasilia,ווארשא,תרלד - תרמה,Warsaw,
14241,,דורש טוב,"לנדא, מרדכי מוטל בן זאב",Doresh Tov Kamah,Mordechai Mottil Landau,ווארשא,תרסא - תרעד,Warsaw,
14362,,פרי דוד - חידושים מסכת חולין,"רבינוביץ, יוסף אהרן בן דוד דב",Pri Dovid 3 Chulin,Yosef Aharon ben Dovid Dovid Rabinowitz,ווארשא,תרמד - תרן,Warsaw,
14409,,שפתי כהן - בראשית,"מרדכי, הכהן, מצפת",Shach al HaTorah,Mordechai haCohen,ווארשא,,Warsaw,
15822,,שם גדולי ישראל,"איזנשטט, חיים יצחק גדליה",Shem Gedolei Yisroel,Chaim Yitzhak Gedaliah Eisenstein,ווארשא,,Warsaw,
15841,,"דרושי הצל""ח","לנדא, יחזקאל בן יהודה, 1713-1793",Derushei HaTzlash,Yechezkel Hanoda beYehudah,ווארשא,,Warsaw,
15902,,עבודת הלוי - חלק א,"הורביץ, אהרן, מסטרשילוב, 1766-1828",Avodas haLevi Vol 1,Aharon haLevi Horowitz M'Stroshla,ווארשא,,Warsaw,
15903,,עבודת הלוי - חלק ב,"הורביץ, אהרן, מסטרשילוב, 1766-1828",Avodas haLevi Vol 2,Aharon haLevi Horowitz M'Stroshla,ווארשא,,Warsaw,
15994,,דורש טוב - מהדורה תנינא,"לנדא, מרדכי מוטל בן זאב",Doresh Tov Taninah,Mordechai Mottil Landau,ווארשא,תרסא - תרעד,Warsaw,
16042,,מעשי ה' - חלק א,"אשכנזי, אליעזר בן אליהו, הרופא, 1513-1586",Mikvah Tehorah-Kaufman,Eliezer Ashkenazi,ווארשא,,Warsaw,
16043,,מעשי ה' - חלק א,"אשכנזי, אליעזר בן אליהו, הרופא, 1513-1586",Masei 5 Vol 1,Eliezer Ashkenazi,ווארשא,,Warsaw,
16044,,מעשי ה' - חלק ב,"אשכנזי, אליעזר בן אליהו, הרופא, 1513-1586",Masei 5 Vol 2,Eliezer Ashkenazi,ווארשא,,Warsaw,
