ob_id,name,province,s_province,pl_type,pl_name,pl_name_v,pal_name,diocese,kind,title,comment,source,pl_name_de,category
22 336,Jezuici - Societas Jesu,litewska,,miasto,Kiejdany-Wołmiszki,,żm,Żmudź,misja,,,"Catalogus brevis personarum et officiorum Provinciae
Lituanae Societatis Jesu ex anno 1772 in annum 1773, Vilnae b.r. Typis
S.R.M. et Reipublicae Academicis Societatis Jesu, BCz Rkps nr 1775,
AV diecezji wileńskiej, s. 365, 1750 r. (Żmujdki). Opr.: SG XIV, s. 808;
ZM, s. 225-228; Flaga, Zakony, s. 92-96; EWJ. Wall, s. 75; EWJ, s. 277.",,m
22 338,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,litewska św. Kazimierza,,miasto,Kretynga,,żm,Żmudź,"konw, par.",ZwNMP,,"ANV, vol. 121, k. 324v: Status Provintiae S. Casimiri
Lituanae Fratrum Minorum Observantium (z 6 XII 1773 r.) – tabela oraz
tamże, k. 326-333v: Tabula patrum et fratrum Provinciae S. Casimiri
Lituanae Ordinis Minorum Observantium – katalog z 1773 r. Opr.: ZM,
s. 190-191; Flaga, Zakony, s. 50-52.",,m
22 339,Jezuici - Societas Jesu,litewska,,miasto,Kroże,,żm,Żmudź,koleg.,WnNMP,,"Catalogus brevis personarum et officiorum Provinciae
Lituanae Societatis Jesu ex anno 1772 in annum 1773, Vilnae b.r. Typis
S.R.M. et Reipublicae Academicis Societatis Jesu, BCz Rkps nr 1775,
AV diecezji wileńskiej, s. 365, 1750 r. (Żmujdki). Opr.: SG XIV, s. 808;
ZM, s. 225-228; Flaga, Zakony, s. 92-96; EWJ.",,m
22 340,Jezuici - Societas Jesu,litewska,,wieś,Poszawsze,,żm,Żmudź,koleg.,,,"Catalogus brevis personarum et officiorum Provinciae
Lituanae Societatis Jesu ex anno 1772 in annum 1773, Vilnae b.r. Typis
S.R.M. et Reipublicae Academicis Societatis Jesu, BCz Rkps nr 1775,
AV diecezji wileńskiej, s. 365, 1750 r. (Żmujdki). Opr.: SG XIV, s. 808;
ZM, s. 225-228; Flaga, Zakony, s. 92-96; EWJ.",,m
22 341,Dominikanie - Ordo Predicatorum,litewska Anioła Stróża,,miasto,Rosienie,,żm,Żmudź,"konw, par.",WnNMP,,"ANV, vol. 123, k. 132: Tabella conventuum Provinciae
Lithuanae Ordinis Praedicatorum titulo S. Angeli-Custodis cum specificatione
personarum et functionum – z 22 grudnia 1773 r. Opr.: ZM, s. 207-
208; Flaga, Zakony, s. 71-73.",,m
22 342,Karmelici trzewiczkowi - Ordo Fratrum Beatae Mariae Virginis de Monte Carmelo,litewska Wszystkich Świętych,,miasto,Rosienie,,żm,Żmudź,konw,Stanisław Bp,,"ANV, vol. 114, k. 21: Tabella omnium conventuum religiosorum
Provinciae Lithuanae Omnium Sanctorum Ordinis Carmelitarum
Antiquae Observantiae – z 23 stycznia 1774 r. Opr.: ZM, 257; Flaga,
Zakony, s. 117.",,m
22 343,Pijarzy - Ordo Clericorum Regularium Pauperum Matris Dei Scholarum Piarum; Ordo Scholarum Piarum,litewska,,miasto,Rosienie,,żm,Żmudź,koleg.,,,"ANV, vol. 124, k. 249, 251-251v: Catalogus familiarum
in domibus Provinciae Lithuaniae Scholarum Piarum – z 16 listopada
1773 r. Opr.: ZM, s. 274; Flaga, Zakony, s. 130.",,m
22 344,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,litewska św. Kazimierza,,miasto,Telsze,,żm,Żmudź,konw,Antoni Pad,,"ANV, vol. 121, k. 324v: Status Provintiae S. Casimiri
Lituanae Fratrum Minorum Observantium (z 6 XII 1773 r.) – tabela oraz
tamże, k. 326-333v: Tabula patrum et fratrum Provinciae S. Casimiri
Lituanae Ordinis Minorum Observantium – katalog z 1773 r. Opr.: ZM,
s. 190-191; Flaga, Zakony, s. 50-52.",,m
22 345,Dominikanie - Ordo Predicatorum,litewska Anioła Stróża,,miasto,Wierzbołów,,żm,Żmudź,konw,Anioł Stróż,,"ANV, vol. 123, k. 132: Tabella conventuum Provinciae
Lithuanae Ordinis Praedicatorum titulo S. Angeli-Custodis cum specificatione
personarum et functionum – z 22 grudnia 1773 r. Opr.: ZM, s. 207-
208; Flaga, Zakony, s. 71-73.",,m
22 346,Karmelici trzewiczkowi - Ordo Fratrum Beatae Mariae Virginis de Monte Carmelo,litewska Wszystkich Świętych,,miasto,Władysławów,,żm,Żmudź,"par., konw","Św. Krzyż, Piotr i Paweł Aap",,"ANV, vol. 114, k. 21: Tabella omnium conventuum religiosorum
Provinciae Lithuanae Omnium Sanctorum Ordinis Carmelitarum
Antiquae Observantiae – z 23 stycznia 1774 r. Opr.: ZM, 257; Flaga,
Zakony, s. 117.",,m
22 347,Jezuici - Societas Jesu,litewska,,miasto,Wornie,,żm,Żmudź,semin. diec.,Piotr Ap,,"Catalogus brevis personarum et officiorum Provinciae
Lituanae Societatis Jesu ex anno 1772 in annum 1773, Vilnae b.r. Typis
S.R.M. et Reipublicae Academicis Societatis Jesu, BCz Rkps nr 1775,
AV diecezji wileńskiej, s. 365, 1750 r. (Żmujdki). Opr.: SG XIV, s. 808;
ZM, s. 225-228; Flaga, Zakony, s. 92-96; EWJ.",,m
22 348,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,litewska,kustodia połocka,miasto,Żoginie,,żm,Żmudź,"rez, filia",Anna,par. Cytowiany,"ANV, vol. 120, k. 437-437v: Status Provinciae Lithuaniae,
Albae Russiae partiumque Polesiae, Podlachiae, Masoviae et Samogitiae
cum specificatione omnium et singulorum sacerdotum cum suis officiis,
clericorum, laicorum, professorum per omnes et singulos conventus quotquot
in iis solent habitare decriptus Ordinis Minorum S. Patris Francisci
Conventualium atque [...] Domino Nuntio Apoistolico Varsaviae praesentatus
A.D. 1774 diebus Februarii. Opr.: ZM, s. 218-219; Flaga, Zakony,
s. 82-83.",,m
23 973,Dominikanie - Ordo Predicatorum,ruska św. Jacka,,miasto,Jaworów,,rus,Lwów,konw,Piotr i Paweł AAp,,"ANV, vol. 123, k. 248-251v: Status conventuum sacri Ordinis
Praedicatorum Provinciae S. Hiacynthi in Russia sub Trino dominio
sigillatim contentorum secundum dioeceses, palatinatus, numerum fratrum
in unoquoque manentium conscriptus A.D. 1775. Opr.: ZM, s. 211-
213; Flaga, Zakony, s. 76-78.",,m
24 593,Reformaci - Ordo Fratrum Minorum Strictioris Observantiae Reformatorum,pruska,,miasto,Podgórz (-Toruń),,in,Włocławek,"konw, par.",Piotr i Paweł Aap,,"ANV, vol. 122, k. 28-28v: Schema Provinciae Reformatae
Marianae in Prussia – z początku 1774 r. Opr.: ZM, s. 282; Flaga, Zakony,
s. 138-139.",,m
24 594,Augustianie Eremici - Ordo Eremitarum Santi Augustini,polska,,miasto,Ciechanów,,maz,Płock,konw,NawNMP,,"Źródła i opr. do wszystkich zakonów w Rzeczypospolitej i na Śląsku:
ZM; Janicka-Olczakowa, Zakony żeńskie; Flaga, Zakony; Marecki,
Zakony. ANV, vol. 107, k. 38: Tabula Provinciae Polonae Ordinis Eremitarum Sancti Patris Augustini, oraz tamże, k. 39-46 (bez tytułu wykaz konwentów augustiańskich w ramach diecezji z listami imiennymi zakonników. Opr. ZM, s. 186-188; Flaga, Zakony, s. 45-47.",,m
25 043,Paulini - Ordo Fratrum Sancti Pauli Primi Eremitae,polska,,miasto,Częstochowa,,kr,Kraków,"konw, par.",Zygmunt Kr,,"ANV, vol. 122, k. 331-332; Summarium conventuum
Ordinis Monachorum Sancti Pauli Primi Eremitae in Provincia Polona
existentium cum titulis ecclesiarum, cura animarum, dioecesi, palatinatu,
terra, districtu, oppido, villa, distantia, numero sacerdotum, clericorum,
concionatorum, professorum, confessariorum, capellanorum concriptum
A.D. 1773 diebus Decembris. Opr.: ZM, s. 272-273; Flaga, Zakony,
s. 128-129.",,m
26 011,Jezuici - Societas Jesu,mazowiecka,,miasto,Nieśwież,,now,Wilno,"koleg., par.",Boże Ciało,,"Catalogus personarum et officiorum Provinciae Masoviae
Societatis Jesu ex anno 1772 in annum 1773, Nesvisii b.r. Typis Radzivillanis
Collegii Societatis Jesu. Opr.: ZM, s. 222-234; Flaga, Zakony,
s. 102-105; EWJ.",,m
26 097,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,miasto,Mińsk,,miń,Wilno,prep („in praepositura Minscensi exercet curam animarum pauperum”).,,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 218,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,litewska,kustodia wileńska,miasto,Serafin,,miń,Wilno,par.,Antoni Pad,,"ANV, vol. 120, k. 437-437v: Status Provinciae Lithuaniae,
Albae Russiae partiumque Polesiae, Podlachiae, Masoviae et Samogitiae
cum specificatione omnium et singulorum sacerdotum cum suis officiis,
clericorum, laicorum, professorum per omnes et singulos conventus quotquot
in iis solent habitare decriptus Ordinis Minorum S. Patris Francisci
Conventualium atque [...] Domino Nuntio Apoistolico Varsaviae praesentatus
A.D. 1774 diebus Februarii. Opr.: ZM, s. 218-219; Flaga, Zakony,
s. 82-83.",,m
26 277,Augustianie Eremici - Ordo Eremitarum Santi Augustini,polska,,miasto,Wilno,,wil,Wilno,kaplica,PPańskie,,"Źródła i opr. do wszystkich zakonów w Rzeczypospolitej i na Śląsku:
ZM; Janicka-Olczakowa, Zakony żeńskie; Flaga, Zakony; Marecki,
Zakony. ANV, vol. 107, k. 38: Tabula Provinciae Polonae Ordinis Eremitarum Sancti Patris Augustini, oraz tamże, k. 39-46 (bez tytułu wykaz konwentów augustiańskich w ramach diecezji z listami imiennymi zakonników. Opr. ZM, s. 186-188; Flaga, Zakony, s. 45-47. Kurczewski, s. 172",,m
26 278,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,miasto,Bielsk,,pł,Płock,par.,Jan Ch,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 279,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Brzeźnica,,san,Kraków,filia,"Małgorzata PM, Leonard O",par. Sieciechów,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 280,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Chojnata,,raw,Poznań,par.,Marcin Bp,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 281,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Dalewo,,poz,Poznań,par.,Wojciech Bp,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 282,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Gostyń Stary,,poz,Poznań,par.,Marcin Bp,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 357,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,ruska św. Antoniego z z Padwy,kustodia lwowska,wieś,Czyszki,,rus,Lwów,par. obsługiwana,Leonard O,,"ANV, vol. 120, k. 468: Tabella Provinciae Russiae sub titulo
S. Antonii Padvani Ordinis Minorum S. P. Francisci Conventualium
– zapewne z końca 1773 lub początku 1774 r. Opr.: ZM, s. 222-223; Flaga,
Zakony, s. 89-91.",,m
26 283,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Górka Duchowna,,poz,Poznań,par.,Michal A,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 284,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Jeziorka,,maz,Poznań,par.,Św. Krzyż,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 285,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Kiszewo,,poz,Poznań,par.,Anna,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 286,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Koniemłoty,,san,Kraków,par.,WnNMP,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 287,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Łętowo,,maz,Płock,par.,Jan Ch,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 373,Premonstratensi (Norbertanie) - Ordo Praemonstratensis,Cyrkaria polska,,wieś,Ręczno,,sier,Gniezno,par.,"Stanisław Bp, Wawrzyniec M",par. obsługiwana przez Witów,"N. Backmund, Monasticon Praemonstratense, t. 1, Berlin
1983, s. 398-433. Opr.: ZM, s. 279; Flaga, Zakony, s. 134.",,m
26 288,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,miasto,Przybyszew,,maz,Poznań,par.,Piotra Ap,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 289,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,miasto,Puchaczów,,lub,Kraków,par.,WnNMP,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 290,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,miasto,Radom Stary,,san,Kraków,par.,Wacław Kr,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 350,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,polska,kustodia gnieźnieńska,wieś,Bagrowo,,kal,Poznań,par. obsługiwana,Katarzyna PM,,"ANV, vol. 120, k. 293-296: Status Provinciae Poloniae
et partis Prussiae Ordinis Minorum S.P. Francisci Conventualium – z 31
grudnia 1773 r. Opr.: ZM, s. 220-231; Flaga, Zakony, s. 84-88.",,m
26 291,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Siemowo,,poz,Poznań,filia,Maria Magdalena,par. Lubin,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 292,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,miasto,Słupia Nowa,,san,Kraków,par.,Wawrzyniec M,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 293,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Stara Rawa,,raw,Gniezno,par.,Szymon i Juda AAp,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 294,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Strzelce,,gn,Gniezno,par.,NarNMP,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 295,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Szczepankowo,,maz,Płock,par.,"Wojciech Bp, Małgorzata PM",,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 296,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,miasto,Tuchów,,san,Kraków,par.,Jakub W Ap,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 364,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja trzemeszeńska,,wieś,Kotłów,,sier,Wrocław,"prep, par.",NarNMP,,"ZM, s. 245-247 (tamże, podstawa źródłowa).",,m
26 297,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,miasto,Wąwolnica,,lub,Kraków,par.,Wojciech Bp,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
26 298,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,miasto,Wierzbnik,,san,Kraków,par.,Św. Trójca,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
